Data_Medicao;Precipitacao_total_diario(AUT)(mm);Pressao_atmosferica_media_diario(AUT)(mB);Temperatura_ponto_orvalho_media_diario(AUT)(°C);Temperatura_maxima_diario(AUT)(°C);Temperatura_minima_diario(AUT)(°C);Umidade_relativa_do_ar_media_diario(AUT)(%);Vento_velocidade_media_diario(AUT)(m/s)
19/05/2013;0;931,2;15,1;21,8;16,5;80,8;2,1
20/05/2013;0;927,6;15,2;26,7;16,5;72;1,4
21/05/2013;0;925,6;15,7;24,6;18,4;74,2;1,2
22/05/2013;0;925,9;14,9;22,5;17;78,1;1,2
23/05/2013;17,8;926,7;14,6;19,3;16;87,4;1,5
24/05/2013;0,2;927,8;13,4;18,3;14,7;86,5;1,8
25/05/2013;0,2;929,4;11,5;22,2;12,7;74,9;1,7
26/05/2013;0;929,8;11,7;22;14;73;2
27/05/2013;0;926,9;13,4;17,6;13,9;86,5;1,7
28/05/2013;1,8;923,9;13,5;17,4;12,5;90,3;0,6
29/05/2013;9,2;922,7;13,5;19,4;15,2;78,1;3,1
30/05/2013;7,8;925,6;14,4;20,5;15,7;81;2,4
31/05/2013;0;929,2;13,3;21,9;14,2;83;0,9
01/06/2013;0;928,1;14,4;26,1;14,4;79,1;1,1
02/06/2013;0;926,7;15,1;20,3;16,3;82,8;1
03/06/2013;8,6;929,3;14,4;19,1;15,2;89,4;1,1
04/06/2013;0,8;931;11,2;22;10,6;79;0,9
05/06/2013;0;930;11,8;24,9;12,5;74,9;1
06/06/2013;0;929,4;11,8;25,3;13;66,9;1,2
07/06/2013;0;930,9;12,1;25,3;14,6;66,6;0,8
08/06/2013;0;932,9;13,8;23,7;15,7;74,9;1,4
09/06/2013;0;932,1;13,8;25,5;16,1;75;2
10/06/2013;0;930,3;13,3;25,8;14,5;73,9;1,4
11/06/2013;0;930,5;14,8;23,5;16,2;78,3;0,6
12/06/2013;4,8;930,8;16,3;25,1;16,6;85,2;1,3
13/06/2013;10,6;930;15,8;24,8;16,2;84,9;0,9
14/06/2013;0;928,4;13,1;23,7;15,3;76,4;0,9
15/06/2013;0;928,8;12,3;18,6;14,6;78,5;1,8
16/06/2013;0;927;14,5;22;15;83,6;2
17/06/2013;14,2;925,9;14,5;20,6;16,1;81,5;2,3
18/06/2013;0;929,1;13,2;22,1;14,3;78,3;1
19/06/2013;0;927,8;13,2;26,9;13,4;76,3;1,2
20/06/2013;0,2;927,8;15,3;22,6;16,3;81,9;0,7
21/06/2013;0;923,7;14,3;24,1;16,1;71,5;2,1
22/06/2013;1,2;924,5;10,5;23,1;18;57,7;3,3
23/06/2013;0;930,7;10,8;18,2;13,7;74,3;2,2
24/06/2013;0;930,9;14,3;17,5;13,9;92,3;2,4
25/06/2013;28,4;929;15,7;16,9;15,4;95,8;0,3
26/06/2013;46;928,1;15,8;19,1;16;92,1;0
27/06/2013;5,8;929,3;15,4;21,1;16;84,4;0,3
28/06/2013;0;927,4;15,7;24,6;16,7;80,8;0,4
29/06/2013;0;924,7;15,5;26,5;15,5;76,1;2,1
30/06/2013;18,8;927;16,8;22,4;17,4;93,4;0,5
01/07/2013;14,2;929,1;14,9;17,1;14,6;96,1;0,5
02/07/2013;19;931,6;12,9;16;13,2;91,4;1,3
03/07/2013;0,2;932,5;12,5;20,7;13,4;79,7;2,9
04/07/2013;0;934,2;12,5;21,9;13,3;80;2,3
05/07/2013;0;933;12,1;26,8;13,1;71,4;1,5
06/07/2013;0;929,9;10,8;26,9;12,9;64,3;0,9
07/07/2013;0;929;10,2;25,8;14;58;1,4
08/07/2013;0;932,6;14;20,9;15;84,7;1,5
09/07/2013;0,2;935;13,6;18,7;14,6;86,5;2,4
10/07/2013;0;934,4;12,2;23;14,3;77,2;2,8
11/07/2013;0;932,5;11,8;19,4;13,2;79,2;2,3
12/07/2013;0;931,6;9,3;23,5;11,4;64,9;1,6
13/07/2013;0;930,2;11,3;24,7;13,2;65,3;1,2
14/07/2013;0;928,8;12,1;26,1;14,4;63,4;0,9
15/07/2013;0;927,6;12,5;24,8;15,4;69,3;1,6
16/07/2013;0;929,3;11,9;22,9;13,3;77;1
17/07/2013;0;929,1;9,8;24,3;11,5;68,8;1
18/07/2013;0;925,9;8,3;26,2;13,7;49,6;1,9
19/07/2013;0;926,4;12,2;22,2;16,3;68,1;1,7
20/07/2013;0;923,3;14,6;26,9;14,5;74,9;2,2
21/07/2013;8,4;922,6;15,7;26,2;17;69,3;3
22/07/2013;2,6;926;15,9;23,2;17,2;85,3;1,4
23/07/2013;12,2;929,3;9,3;14,9;9;92,2;0,6
24/07/2013;1,8;932,6;4,7;8,5;5,5;84,9;2,1
25/07/2013;null;933,3;7,5;11,5;7,4;90,4;0,8
26/07/2013;2;936,2;9,7;13,5;8,6;90,6;1,3
27/07/2013;1;933,9;9,6;19,4;11;79,8;1,9
28/07/2013;0;931;7,6;22,3;8,4;72;0,8
29/07/2013;0;932,6;5,2;21,2;9,7;57,4;0,8
30/07/2013;0;932,8;6,5;24,1;8,3;64,5;1,2
31/07/2013;0;931,5;6,9;27;9,9;59,3;0,9
01/08/2013;0;930,3;7,2;27,5;10,9;50,2;0,9
02/08/2013;0;929,1;6,9;27,1;13,2;45,5;1
03/08/2013;0;927,9;7,5;29,4;15,2;41,5;0,9
04/08/2013;0;927,4;8,3;28;14,7;47,5;1,9
05/08/2013;0;930,5;12,6;24,1;15,4;72,6;2
06/08/2013;0;931,2;13,2;25,9;13,4;80,3;1,8
07/08/2013;0;929;12;25,5;13,7;67,3;2
08/08/2013;0;926,1;9,1;28,7;15,7;48,5;1,7
09/08/2013;0;926,7;10,4;28,4;16,8;49,6;1,3
10/08/2013;0;925,3;9,9;27,7;15,7;50,1;2,3
11/08/2013;0;926,7;6,4;22,8;10,5;61,9;2,7
12/08/2013;0;926,3;6,9;25,7;8,5;59,2;2,1
13/08/2013;0;926,7;11,2;27,6;11,3;59,5;1,1
14/08/2013;2,4;928,9;11;22,1;13,3;85,9;2,6
15/08/2013;1,4;932,9;7,1;14,2;7,7;82,2;2,8
16/08/2013;1,2;931,8;8,6;20,4;9;77,5;2,8
17/08/2013;0;932;11,4;17,3;11,5;83,8;2,4
18/08/2013;0,2;933,5;10,7;17,3;12,2;80,2;3,7
19/08/2013;0;933;11,3;22,4;12,8;77;2,7
20/08/2013;0;932,7;10,7;23,8;13,3;70,3;2,8
21/08/2013;0;930,2;9,3;26,2;12;61,1;2
22/08/2013;0;927,2;9,5;26,3;15,3;51,3;1,8
23/08/2013;0;927,2;10,7;30,5;16,5;54,3;1,3
24/08/2013;0;929,3;13,9;28,3;16,1;72,3;2,3
25/08/2013;0;927,5;11,1;30;15,2;58,1;0,9
26/08/2013;0;925,2;11,8;26,7;14,5;62,3;1,6
27/08/2013;3;928;9,9;19,3;12;76,8;2,5
28/08/2013;0;933,6;6,3;16,3;10,1;68,9;1,8
29/08/2013;0;933,7;7,7;23,8;10;68;2,9
30/08/2013;0;932,2;8,2;26,4;11,2;64,3;2
31/08/2013;0;929,7;6,5;28,2;13;46,7;1,2
01/09/2013;0;927,1;6,3;29,8;15,3;39,5;1
02/09/2013;0;924,7;6,5;30,6;15,6;39,5;1,4
03/09/2013;0;925,3;12,2;25,2;18,4;65,8;1,4
04/09/2013;3,4;931,1;12,9;16,5;15,5;85;2,1
05/09/2013;0;933,7;12,2;19,3;13,2;84,1;2,8
06/09/2013;0;932,8;12,3;24,3;14;73,3;3,2
07/09/2013;0;931;12,1;26,3;14,6;69,8;2,6
08/09/2013;0;931,1;9,8;27,7;13,1;61,5;1,8
09/09/2013;0;931,6;9,4;28,2;14,6;50,8;1,4
10/09/2013;0;932,2;10,8;29,2;15,1;56,9;1,5
11/09/2013;0;930,5;13,6;28,4;15;71,8;2,5
12/09/2013;0;928,3;10,1;30;15,7;53;1,5
13/09/2013;0;928,4;7;28,7;16,4;40,1;1,2
14/09/2013;0;928,5;5,8;30,6;16,2;35,9;1,5
15/09/2013;0;927,2;7;31,2;17,3;35,8;1,2
16/09/2013;0;923,4;11,1;28,8;19,2;49,9;1,5
17/09/2013;5,4;923,6;16,1;20,4;16,8;85,2;2,4
18/09/2013;4,2;929,6;13,6;19,1;13,4;88,1;1,4
19/09/2013;18,2;932;15,1;20,7;14,4;89,7;1,8
20/09/2013;0,2;927,9;16,1;31,4;15,8;79,6;1,4
21/09/2013;0;922,9;14,1;32,4;17,8;57,8;2,3
22/09/2013;0,4;924,5;17,1;28;18,7;83;1,3
23/09/2013;29,8;926,9;15,8;25,4;15,2;85;1,3
24/09/2013;11,2;926,2;15,4;20,5;16;87;1,4
25/09/2013;0,4;928,6;8,2;16,4;10,6;72,8;3,1
26/09/2013;1,2;930,5;7,2;18,2;10,5;67,8;2,8
27/09/2013;0;930,1;7,2;20,9;9,3;65,7;3,1
28/09/2013;0;928;10,6;27,7;12,4;71,8;3,4
29/09/2013;5,2;927,3;14,2;22,3;14,2;85,8;1,7
30/09/2013;0,4;925,4;16,1;20;15,5;92;0,6
01/10/2013;7,2;924,7;16;25,6;17,3;78,7;2,2
02/10/2013;19;926,2;16,1;24,9;16,3;85,7;1,8
03/10/2013;0;927,2;17;21;17,2;89,7;1
04/10/2013;26,8;925;16,3;22,7;17,3;82,5;2,4
05/10/2013;0,2;926;13,8;20;15,1;82,1;2
06/10/2013;0;929,6;9;20,7;11,4;68,3;2,4
07/10/2013;0;933,1;10,3;17,4;13,3;77,8;3
08/10/2013;0,6;933,3;10,7;19,7;12;77,9;2,9
09/10/2013;0;931,6;10,2;25;11,9;67;2,7
10/10/2013;0;930,6;10,9;25,4;14,6;64,7;2,8
11/10/2013;0;929,8;11,1;25,2;14,5;63,6;2,6
12/10/2013;0;929,1;10,6;25;15,2;59,4;1,8
13/10/2013;0;927,2;11,3;28,8;15,9;54,3;1,2
14/10/2013;0;926;13,3;30,8;19,8;51,3;1,4
15/10/2013;16,4;927,5;16,8;26,2;17,9;79;2,5
16/10/2013;4,2;927,5;17;19,1;17,3;94,8;0,5
17/10/2013;32,2;924,4;15,8;23,2;16,5;86,5;0,8
18/10/2013;0;921,6;15,9;24,3;16,7;78,9;1,4
19/10/2013;14,8;922,5;14,2;27,7;14,6;74,3;1,5
20/10/2013;0;923,7;11,7;30,4;15,6;60,8;2,2
21/10/2013;0;923,8;13,1;32,6;17,8;49;2,1
22/10/2013;1,6;926;16,6;28,9;18,6;77;2,3
23/10/2013;0;926,7;16,6;30,6;18,3;69,5;2,1
24/10/2013;0;927,3;16,8;32,4;21,2;64,5;1,7
25/10/2013;0,2;930,3;17,5;23,5;19,2;82;2,7
26/10/2013;0;926,4;16;31,7;18,5;66,7;3
27/10/2013;0,2;923,3;15;28,5;22,3;64,3;2,4
28/10/2013;0,8;927,5;10,2;20,9;14,7;65,5;3,2
29/10/2013;0;927,5;10,8;18,3;13,4;73,4;2,8
30/10/2013;0;926,2;12,3;23,7;14,3;72,7;2
31/10/2013;0;927,7;14;21,7;15,5;79,1;3,1
01/11/2013;0;928,7;13,8;23,7;16,1;74,5;3,4
02/11/2013;0;927,8;13,9;30,6;16,7;65,6;2,7
03/11/2013;0;924,8;13,3;32,9;16,4;58,2;1,8
04/11/2013;0;922,5;15,5;25,6;20,2;75,2;1,2
05/11/2013;31;927,1;13,6;17,7;13,7;86,8;2,1
06/11/2013;0,8;930,4;13,5;16,2;14,2;90,8;2,5
07/11/2013;16,2;929,4;15;21,1;14,2;88,4;1,5
08/11/2013;0;926,5;14,3;25,9;15,5;74,1;1,9
09/11/2013;0;924;14,3;29,4;16,9;65,5;2
10/11/2013;0;923;14,4;32,5;17,4;58,5;1,5
11/11/2013;0;920,8;14,2;34,5;19,4;48,8;2,5
12/11/2013;0;921,2;16,9;30;24;55,4;3,8
13/11/2013;0;928,5;10,1;25,8;19;50;3,9
14/11/2013;0;929,4;10,5;26,8;14,8;58,8;3,2
15/11/2013;0;926,5;13;32;15,4;60,7;2,6
16/11/2013;0;924,3;14;30,9;21,4;52,2;2,3
17/11/2013;5;926,1;15,5;23;16,3;83,9;2,4
18/11/2013;0,2;925,8;15,6;26,5;16,8;76,1;2,4
19/11/2013;8;925,7;16,7;30,8;17,7;72,3;1,7
20/11/2013;2;926;15,4;33,5;19,5;57,4;1,8
21/11/2013;12,6;924,1;17,1;32,3;20,6;65,7;1,6
22/11/2013;0,8;922,5;16,8;24,1;19;81,3;1,1
23/11/2013;4,4;923,9;17,3;22,2;17,9;90,5;1,7
24/11/2013;5,4;926;17,1;23,3;17,4;87,9;2,5
25/11/2013;18,6;926,8;17,8;20,8;18,2;93,1;1,7
26/11/2013;13;923,3;17,3;22,6;17,8;86,9;1,8
27/11/2013;1,8;920;17;28,8;18,1;76,7;1,7
28/11/2013;0;920,3;16,8;31,9;18,8;66,3;1,9
29/11/2013;0;923,6;17,4;32,7;20,5;69,9;2,4
30/11/2013;0,2;926,4;18,3;25,1;19,7;83,5;2,3
01/12/2013;0;926,5;18,2;24,6;19,7;81;2,1
02/12/2013;0;923;17,8;30,6;20;71;2,1
03/12/2013;1,4;922,1;16,5;32,1;21,9;62,7;2,8
04/12/2013;0;922,7;15,8;33,5;20;59,2;2,4
05/12/2013;0;921,8;16,5;33,5;22,5;60,6;2,5
06/12/2013;22,4;923,1;15,6;26,2;18;70,3;1,8
07/12/2013;0;924,5;16,8;31,4;19,2;74,4;2,6
08/12/2013;0;925;17,5;30,4;19,8;71,1;2,4
09/12/2013;0;923,8;17,4;33,1;20,3;62,8;2,5
10/12/2013;5;922,4;19,3;27,8;21,5;77,8;2,4
11/12/2013;2,8;922,7;17,4;24,3;19,3;83,2;2,4
12/12/2013;0,6;924,2;15,7;23,4;17,2;79,9;2,6
13/12/2013;0;923,8;14,8;25,4;17,2;72,3;2,9
14/12/2013;0;923,7;15,3;29,9;17,8;68;2,2
15/12/2013;0;923,1;15,1;31,1;18,4;64,4;2,3
16/12/2013;0;922,6;14,7;26,6;18,2;66,7;2,5
17/12/2013;0;922,2;12,9;26,6;16,6;64,1;3,2
18/12/2013;0;921,4;14,7;28;17,9;68,5;2,8
19/12/2013;0;921,6;15,7;26,6;18,3;71,9;2,9
20/12/2013;0;921;15,8;26,6;18,5;70,6;2,7
21/12/2013;0;921,3;15,9;25,6;18,5;71,5;2,2
22/12/2013;0;921,1;15,8;28,5;18,8;68,1;2,4
23/12/2013;0;921,6;16,4;26,6;19,2;71,9;2,8
24/12/2013;0;921,7;17,1;28,5;19,4;72,2;1,4
25/12/2013;0;923;18,7;30,4;20,4;77,1;1,2
26/12/2013;40;924;17;33,8;20;64;1,3
27/12/2013;0;923,5;15;34,5;20,5;52,5;1,8
28/12/2013;0;923,4;15,3;31,7;22,1;55,1;2
29/12/2013;7,6;923,5;19;31,1;20,6;74,5;1,9
30/12/2013;0;922,7;18,6;29,9;22;69,2;2,7
31/12/2013;0;922,9;18,4;30,2;23;66;3,2
01/01/2014;0;923,2;18,9;32,3;23,2;66,5;3,2
02/01/2014;3,8;922,4;18,1;31,9;21,5;65,1;2,4
03/01/2014;0;922,9;16,7;35,6;24,6;50,3;2,2
04/01/2014;0;926,8;19,1;31,5;23,3;68,5;2,6
05/01/2014;2;928,4;19,6;29,9;20,4;81,7;2,4
06/01/2014;18;927,5;16,3;31,4;19,5;67,1;2,7
07/01/2014;0;926,4;16,1;32,9;19,5;63,8;2,6
08/01/2014;0;925;15,1;31,9;20,8;54;2,2
09/01/2014;0;925,3;15,9;32,8;22,3;58,1;1,9
10/01/2014;25,8;925,6;16,8;33,8;17;65;1,2
11/01/2014;1,4;925,9;17;33,2;20,8;61,7;1,1
12/01/2014;1,6;928;17;31,5;19,7;67,4;2
13/01/2014;12,8;928,7;18,2;30,7;17,5;75,1;1,7
14/01/2014;16;927,9;16,9;31,9;16,5;67,9;1,3
15/01/2014;20,2;926,7;16,1;32,4;18,3;66,6;1,7
16/01/2014;2,2;926;17,5;28,1;19,8;76,4;1,3
17/01/2014;22,2;926,5;17,5;29,1;17,7;76,9;1,2
18/01/2014;28;927,2;16,9;29,1;17,9;72,7;1,8
19/01/2014;0;925,8;16,3;29,3;18,2;69;2,1
20/01/2014;0;924,8;17,4;32,2;18,5;71,1;1,9
21/01/2014;1,8;925,2;17,2;32,7;20,5;65,5;1,8
22/01/2014;7,4;926;17,5;32,8;22,2;63,8;1,5
23/01/2014;11,2;926,1;18,7;31,8;21,7;69,4;1,8
24/01/2014;0;924,5;18,2;32,4;21,4;71,5;1,6
25/01/2014;48,6;924;16,8;32,8;16,5;65;1,9
26/01/2014;0;926,1;18,6;32,3;21,5;67,2;2,3
27/01/2014;0;927,9;18,2;33,6;21,6;65,2;2,2
28/01/2014;0;927,8;16,9;33,6;21,3;61,3;2
29/01/2014;0;927,7;13;34,1;22;46,3;1,7
30/01/2014;0;927,4;11,6;34,1;21,5;39;1,6
31/01/2014;0;926,9;11,4;34,7;21,6;37,5;1,2
01/02/2014;0;926,2;12,3;35,9;21,6;42,3;1,4
02/02/2014;0;925,3;16,4;34,5;23,4;52,2;1,7
03/02/2014;0;924,7;16,4;34,9;23,6;52,2;1,9
04/02/2014;0;925,5;15,2;34,6;25,2;46,9;2,3
05/02/2014;0;926;15,6;35,7;23,4;49;2
06/02/2014;0;925,9;15,8;35,7;22,4;50,9;2,1
07/02/2014;0;926,4;13,1;36,5;23,4;41,1;1,6
08/02/2014;0;925,7;13,6;36,3;25;42,2;1,6
09/02/2014;2,8;925,7;15,4;36,1;23,3;52,5;1,3
10/02/2014;7,6;926,2;16;34,9;22;53,7;1,7
11/02/2014;0;925,9;16,1;33,3;22,2;55,8;2
12/02/2014;0,4;923,9;13,5;32,7;22;46,4;2
13/02/2014;0;922,4;14,9;33,7;23,5;49,5;1,8
14/02/2014;0,2;923,8;17;32,3;21,7;66,9;1,9
15/02/2014;53;926,6;18,8;22,9;17,6;89,7;1,1
16/02/2014;67,8;926,7;18,6;24,3;18,8;87;1,7
17/02/2014;12,2;926,4;18;25,8;19,3;82,3;2,3
18/02/2014;2,6;927,1;15,8;25,7;18,6;72,6;3,5
19/02/2014;0;927,1;14,8;28,4;17,1;68,2;3,1
20/02/2014;0;925,8;15,9;31,9;18,5;66,8;2,4
21/02/2014;0;925,6;16,2;32,1;19,9;62,8;2
22/02/2014;8;926,1;16,2;31,9;21,4;61,2;1,8
23/02/2014;7,8;925,9;16,9;31,1;20,7;62,5;1,7
24/02/2014;0;926,6;17,8;27,5;21,8;68,4;1,4
25/02/2014;3,8;926,8;18,3;30,3;19,9;77;1,4
26/02/2014;3,2;925,3;16,7;33,2;18,5;64;1,1
27/02/2014;0,4;922,8;17,3;33,4;22,5;59,6;1,4
28/02/2014;19;922,9;17,6;27,6;18,9;72,4;1,6
01/03/2014;29,4;923,2;17,2;27,9;17,5;75,1;2,2
02/03/2014;8,6;924,9;17,8;28,2;18,2;77,4;1,7
03/03/2014;0;926,5;17,6;28,3;19,3;74,8;2,8
04/03/2014;0;926,7;17,6;30;19,9;73,3;1,8
05/03/2014;1,2;926,5;18,9;24,9;20,5;84,8;0,9
06/03/2014;6,6;924,8;18,6;30,1;19,8;78;1,4
07/03/2014;5;924,9;17,7;29,2;19,3;79;1,7
08/03/2014;78,4;924,1;16,9;26,6;17,7;82,9;1,6
09/03/2014;3,6;924,3;16,3;30;17,9;70,5;1,9
10/03/2014;0;925,2;16,9;31,2;18,9;67,4;1,7
11/03/2014;0;925,4;17,3;30,4;21,4;68,5;1,9
12/03/2014;2,4;928,1;18,8;27,7;20,6;81,4;1,3
13/03/2014;14,2;928,6;18,8;29,8;19,9;77,5;2,2
14/03/2014;0;926,8;18,4;32,8;20,7;72,4;1,4
15/03/2014;0,2;925,8;17,5;32,7;21,6;63,2;1,8
16/03/2014;14,4;925,3;17,6;33,4;20;65,4;1,5
17/03/2014;24,4;925,5;16,5;31,6;19,2;60,9;1,5
18/03/2014;0;926;16,7;31,9;22,6;61,6;1,3
19/03/2014;0,8;924,6;17,8;31,3;21,2;66,8;1,2
20/03/2014;0;922,5;16,6;31,1;22,4;61,5;2,2
21/03/2014;4,8;923,7;18,3;28,3;20,3;75,8;2,8
22/03/2014;8,2;926,3;18,1;27,6;19,9;79;2,2
23/03/2014;5;929,1;16,1;20,9;17,2;84,3;2,9
24/03/2014;0,2;929,7;14,4;23,2;17,3;74,8;3,3
25/03/2014;0;930,5;13,7;25,2;16,2;67,9;3,1
26/03/2014;0;930,7;15,6;25,2;17,4;74;3,3
27/03/2014;0;929,1;16,3;27,5;18,5;72,9;3
28/03/2014;0;927,6;16,3;29,1;18,7;71,7;2,8
29/03/2014;0;926,3;17;29;19,1;72,7;2,4
30/03/2014;0;926,1;17,8;29,9;19,7;77,5;2,1
31/03/2014;5,2;927,3;18,1;30,1;20;75,8;1,4
01/04/2014;0,6;927,7;18,8;29;19,8;78;1,8
02/04/2014;0;926,9;18,2;27,2;19,8;78,5;1,7
03/04/2014;0;926,8;17,7;26,6;19,4;78;2,4
04/04/2014;0,2;929,5;17,4;26,9;20,1;77;3,4
05/04/2014;0;930,4;13,7;28,4;16,5;64,6;2,7
06/04/2014;0;928,6;15,9;30,6;17,7;69;1,8
07/04/2014;0;926,3;16,1;32;18,2;68,3;1,2
08/04/2014;0;925,2;15,2;29,9;17,4;65,6;1,1
09/04/2014;0;924,4;16,6;30,3;20;63,2;1,2
10/04/2014;0;926;16,3;29,1;20,9;65,6;1,4
11/04/2014;2;926,8;17,4;30,4;18,5;73;1,8
12/04/2014;2,2;925,1;18,5;30,4;20,4;71,8;1,9
13/04/2014;46,4;926,5;18,5;26,7;19,4;83,3;1,3
14/04/2014;0;928,8;16;20,5;17,6;86,5;2,5
15/04/2014;0,4;928,9;15,6;19,1;16;89,5;2,1
16/04/2014;25;927,7;16,7;23,6;16,5;85,1;2,4
17/04/2014;0;927,4;16,6;27,8;18,7;76,7;2,1
18/04/2014;0;925,7;15,3;29,3;18,9;67,3;1,7
19/04/2014;0;926,4;16,3;30,6;17,4;72,2;1
20/04/2014;0;927,5;16,3;26,2;18,6;73,2;1,4
21/04/2014;0,4;927,8;16;26,9;18,6;74,1;1,8
22/04/2014;0;926,4;15,3;23,6;17,9;73,6;1,5
23/04/2014;0;927,1;15,7;24,5;18,1;75;1,3
24/04/2014;0;928,1;15,7;21,5;17,9;82;1,8
25/04/2014;0;927,2;13,2;23,4;16,4;72,8;2,2
26/04/2014;0;928,3;12;21;15,3;72,3;2,2
27/04/2014;0;930,3;10,5;21,8;14,1;67,2;2,4
28/04/2014;0;932,5;11;19,8;13,6;72,5;3,4
29/04/2014;0;930,7;8,3;22,9;12;60,6;2,5
30/04/2014;0;926,7;8,5;25;12,3;56,9;1,5
01/05/2014;0;924;9;22,9;16,4;49;2,3
02/05/2014;0;928,3;13,1;26,5;16,4;64,1;0,8
03/05/2014;0;931;14,4;26,1;17,1;72;1,5
04/05/2014;0;929,6;13,7;27;15,2;68,3;0,7
05/05/2014;0;928,1;13,1;27,7;16,7;59,8;0,7
06/05/2014;0;928,5;13,5;27,4;17,5;60,7;0,8
07/05/2014;0;929,4;13,4;27,8;18,5;60,8;0,6
08/05/2014;0;927,5;12,3;27,4;17,2;56,3;1,2
09/05/2014;0;925,2;14,2;23,3;17,7;74,6;1,4
10/05/2014;0;928,2;11,1;21,2;14,2;70,2;2,3
11/05/2014;0;931,5;11,9;20,6;13,8;76,6;3,5
12/05/2014;0;929,7;10,6;24,1;12,6;67,8;2,6
13/05/2014;0;928,3;10,4;26;14,1;60,7;1,5
14/05/2014;0;928,8;12,1;25,2;14,8;67,2;1,2
15/05/2014;0;928,6;12,7;25,8;14,7;70;1,3
16/05/2014;0;926,7;12,5;26;14,9;66,4;0,8
17/05/2014;0;928,4;14,5;23,3;17;75,9;2,1
18/05/2014;0;927,7;14,4;25,8;16,6;78;1,5
19/05/2014;8;928,8;14,3;23,1;14,9;80;1,2
20/05/2014;0;928,4;12,7;24,5;15,3;72,6;1,7
21/05/2014;0;925,4;12,5;26,7;14,4;68,8;1,5
22/05/2014;0;923,7;12,5;27,1;15,9;56,7;3,3
23/05/2014;15,8;927;16,5;22,1;17,4;86,8;1,6
24/05/2014;13,6;929,1;14,2;16,5;14,8;93,2;1
25/05/2014;1,2;928,3;14;16,8;14;92,5;1,3
26/05/2014;11,2;925,4;15,1;21,3;15,2;83,2;2,4
27/05/2014;0;928,9;11,1;17,8;11,6;80;1,5
28/05/2014;0,4;929,8;11,8;18,5;13,2;81,8;1,9
29/05/2014;0;930,1;11,2;18,5;12,2;79;2,3
30/05/2014;0;930,8;10,9;21,3;11,8;75;2,8
31/05/2014;0;928,1;10,9;24,6;12,8;71;2,1
01/06/2014;0;924,2;13,1;21,6;14,1;75,6;2,2
02/06/2014;0,2;923,7;13,2;22;16,4;78,3;1,7
03/06/2014;0;926,4;7,2;19,5;9,9;66,3;1,3
04/06/2014;0;926,2;7,6;23,5;9,9;65,2;1,6
05/06/2014;0;924,1;10,2;26;12,1;60,4;1,3
06/06/2014;0;923,7;14,8;23,2;16,5;74,9;1,3
07/06/2014;8,4;923,7;14,7;28;17;69,3;1,1
08/06/2014;0;924,1;11,7;27,9;16,2;53,9;2,2
09/06/2014;0;930,1;13,9;24,4;18,6;66,8;1,8
10/06/2014;0;934,7;14,5;18,4;16;86,3;2,6
11/06/2014;0,6;933,6;14,3;22,3;15,3;81,8;2,5
12/06/2014;0;932,2;13,9;25,3;15,5;72,8;2,3
13/06/2014;0;932,3;13,8;27,3;14,9;70,8;1,1
14/06/2014;0;931,8;14,4;26,4;15,5;73;1,1
15/06/2014;0;932,5;15,3;20,6;16,4;80;1,3
16/06/2014;0;932,2;14,1;26,4;17;70,2;1,6
17/06/2014;0;931,6;14,3;26,8;15,6;73;0,8
18/06/2014;0;932,2;13,6;26;15,3;77,5;1,7
19/06/2014;0,4;934,4;11,7;16,4;13,7;84,1;2,4
20/06/2014;0;932,7;11,3;16,5;12,6;83,4;2
21/06/2014;0;932,1;12,3;18,7;13,9;81,6;2,1
22/06/2014;0;932,1;13,2;22,4;14,8;78,1;2,2
23/06/2014;0;931,6;12,8;24,5;13,9;75,6;1,3
24/06/2014;0,2;930,9;11,3;26,1;13,4;65,4;0,7
25/06/2014;0;928,1;10,2;26,2;14,7;57,8;1
26/06/2014;0;927,1;10,4;26,5;14,5;56,3;1
27/06/2014;0;928,2;11,9;27,3;15,2;61,2;0,8
28/06/2014;0;929,2;11,9;27,5;15,8;58,4;0,9
29/06/2014;0;927,6;12,9;22,5;17,2;65,3;2,3
30/06/2014;0;927,2;7,3;22;12,3;56,1;3,7
01/07/2014;0;927,4;2,7;22,7;11,9;42,9;1,9
02/07/2014;0;928,9;5,9;26,6;12,2;44,6;0,9
03/07/2014;0;930,8;10,4;29,1;16,2;53,1;0,8
04/07/2014;0;931,6;10,6;29,7;16;52,9;0,7
05/07/2014;0;930,8;10;27,1;16;51,1;1
06/07/2014;0;931;8,8;25,6;15,9;48,5;1,9
07/07/2014;0;932,3;10,5;22,8;15,8;59,6;0,7
08/07/2014;4,6;934,8;14,1;18,8;15,7;85,7;1,4
09/07/2014;1,6;932,6;13,1;19,5;14,2;82,1;2,3
10/07/2014;4,4;930,7;13,9;18,6;15,1;89,3;1,6
11/07/2014;3,8;932,1;12;18,1;13,6;82;2,1
12/07/2014;0;933,8;12;19,7;13,7;79,3;2,7
13/07/2014;0;935,2;11,3;21,6;13,6;74,1;2,7
14/07/2014;0;934,1;10,9;20,6;12,7;75,9;2,7
15/07/2014;0;933,2;10,9;21,8;12,8;73,2;2,2
16/07/2014;0;932,4;11,3;24,4;12,1;72,3;0,9
17/07/2014;0;931,6;10,5;27;14,1;59,9;1,2
18/07/2014;0;929;10,5;22,6;16,4;59,1;2,1
19/07/2014;0;932,1;7,6;19,9;12;65,3;1,7
